Text,Label
ወንዶችን እጠላለሁ እጠላቸዋለሁ እነሱን ሳያቸው መሞት እፈልጋለሁ ደሜ ሲፈላ አይኖቸ ሲፈሰሱ ይሰማኛል የደም ግፊቴ ከፍ ብሏል ጥላቻ መላ ሰውነቴ ሞልቶታል,Country
ይድረስ ለወልድያና አካባቢው ወጣቶች ኦነግ መራሹ ህብረት ህብረት ከተማችን ገብተዋል ወልድያ ፒያሳ ብሩክ አበጋዝ ሲሳይ ኤፍሬም ባየን ወልድያ ፒያሳ ከሚገኝ ሲወጡ መታየታቸውን መረጃ ደርሶናል ከተማችንን ነቅተን እንጠብቅ ከአሁን የእምነት ግጭት የሚቀሰቅስ ቲሸርት ለመበትን መጥተው መጥተው በወጣቱ ትብብር ለቀው ወጥተው መሄዳቸው የሚታወስ ይዘው ከተማችን ገብተዋልና ራሳችነንም ከተማችነንም ነቅተን እንጠብቅ,Individual
ጋላ የሚያርደውን የሚንቀውን የሚያከብረው ኦሮሞዋች ሱማሌውን ይፈራሉ እያሯሯጡ ስለሚገርፏቸው,Regional
መልሱ ግልጽ,Non-Racist
ያልተረጋጋና ሁነኛ ሀገር ለሽብርተኞች መጠለያ አይቀሬ ሱዳን ተጠቂ ተዳርሳለች ከሁለት አመታት የቆየው ሪፎርም ሚሊተሪውንና ሲቪሉን ከፋፍሎ የያዘው የሱዳን ሁነኛ ተጠሪ ማእከላዊ በማጣቱ የተነሳ ከኢትዮጵያ ተጠራርጎ የወጣው የጁንታው ሀይል የራሷን የሱዳንን መከላከያ ሰራዊት ፋቲግ በመልበስ በሱዳን ከኢትዮጵያ ትግል ገጥሟል እየወጡ መረጃወች እንደሚያመለክቱት የተማረኩ የሱዳን መሪወች የኢትዮጵያን ቋንቋ የሚናገሩና ሱዳናዊ ያልሆኑ መሆናቸው እየተነገረ የሱዳን በኦፊሴል ከኢትዮጵያ ሌለበትና ያሉትንም ችግሮች በውይይት ለመፍታት ዝግጁ ሲገልፅ በሚሊተሪው የጁንታው ተገዥ ሀይል ትንኮሳ ይፈፅማል ለኢትዮጵያ ወቅታዊ ሁኔታም ለቀጣይ የድፕሎማሲ ጉዳዮች የራስ ምታት መረጃወቹን በየጊዜው ለአለማቀፍ ተቋማት በማሰራጨት ክብሪት ከእናቱ ማህፀን ወጥቶ የገዛ ራሱን እናት የሚያቃጥለውን ጁንታ በየትኛውም ፋቲግ ይምጣ አይቀጡ ቅጣት በመቅጣት ሁለተኛውን የሞት መርዙን እንድጎነጭ,Country
ለማ የሚል ዜናን እንጅ ሞተ የሚልን ለአማራ መናገር አይሹም,Non-Racist
አገር እንኳን መውለድ መወለድ ያልነበረባቸው ወንዶች,Individual
ሰንደቅ አላማውም የነፍጠኛ ኦርቶዶክስ ነውጅ ፊታቸውን አቀናብሬ የጅብ ላደርገው የአሳምነው ፅጌ ወዳጆች የዘመድኩን ወዳጅ የዘመድኩን ወዳጆች ፀረ ሙስሊም,Regional
ለዘመኑ ሴታሴት ወንዶች ወንዳወንድ ሴቶች,Country
የነገስታት የሀይማኖት የቱ ታቦተ አድባራት የቅዱሳን ሀገር አማራ ጎንደር,Non-Racist
አህያ በሰምህ እንድትጠራ ያረገህ ጁንታ የምትለው የነፃነት ምልክቱ ነገ ሁላቹም የእጃቹን ታገኛላቹ እሳቱ መጨረሻው እናንተን መብላት,Individual
ብሎኛል ከሚገባው እምየ ኢትዮጲያ ዙሮ መግቢያየ ያምላክ ፀጋ ኮርቸባችሀለሁ ደሜ ናችሁ,Non-Racist
የጁንታውን ሀይል ለመያዝና ለህግ ለማቅረብ ሰራዊቱ እረፍት አሰሳ እያደረገ አማረ መተማ አዛዥ ኮሎኔል አማረ የጁንታውን ሀይል ለመያዝና ለህግ ለማቅረብ ሰራዊቱ እረፍት አሰሳ እያደረገ ተናገሩ ቀደም ባሉት አጭር ጊዜያት በተሰራው የህግ ማስከበር ዋናው የህወሀት ጁንታ ተዋጊ ሀይል በመደምሰሱ ጁንታው በዋሻወች ሸጦችና ተራራወች ታማኝ ጠባቂወችን መሸሹን ሰራዊቱ እየሰራው ያልተቋረጠ ጠንካራ አሰሳ የጁንታው አመራሮች እየተያዙና እየተደመሰሱ ያልተቋረጠ አሰሳ የጁንታው ጠባቂ ታጣቂወች እጃቸውን እየሰጡ አዛዡ የጁንታውን አባላት ከገቡበት ጉድጓድ አውጥቶ ለፍርድ ለማቅረብና ለመደምሰስ የሰራዊቱ ተነሳሽነትና ጀግንነት እንደተጠበቀ ብርጌድ አዛዥ ኮሎኔል አልታሰብ መንግስቴ በበኩላቸው ተወንጫፊ ሮኬቶችን የመሳሪያ ክምችት ያለባቸው ድፖወችንና መሳሪያ ጎታች ተሽከርካሪወች ተሽከርካሪወች በየጫካውና በየሸጡ መገኘታቸውን አረጋግጠዋል አልሰጥም ታጣቂ መምታት ዋናውን የጁንታ ሀይል ለህግ ማቅረብ ጠላት ሲጠቀምባቸው የነበሩና ሊጠቀምባቸው ያሸሻቸውን ንብረቶች መሰብሰብ በጠላት ፕሮፖጋንዳ አካባቢውን የወጣውን ቀየው እንድመለስ የመፍጠር እሀከናወነ የኢፌደሪ መከላከያ ሚኒስቴር ፈጣን መረጃወችን ለማግኘት ትክክለኛው የፌስቡክ ገፃችን ፈጣን መረጃወችን ለማግኘት ትክክለኛውን የቴሌግራም ቻናላችንን ይቀላቀሉ የቪድዮ መረጃወቻችንን ለማግኘት ትክክለኛውን የዩቲዩብ ቻናላችንን ሰብስክራይብ ያድርጉ ፈጣን መረጃወችን ለማግኘት ትክክለኛው የትዊተር ገፃችን አብራችሁን ስለሆናችሁ ደስተኞች,Individual
ሀይማኖት የኦርቶ አማራ መሰብሰቢያ,Regional
ሰራዊቱ በየጊዜው በደፈጣና በሽምቅ ውጊያ ቁም ስቅላቸውን እንዳዩ ነው,Country
አያስብም ከስህተቱ አይማርም ይኸው ከአብድ ኢሌ ጀምሮ እንደተሳሳተች አለች,Non-Racist
ከአዋሸ ባንክ,Individual
ታኬ ጀግና ነውእስክንድር ቃሊቲ ገብቶ ሲመረቅ ወጥቶ ቢያየው የተሻለ,Individual
በተመሳሳይ በሻለቃ ሸርብ አቸነፈ የሚመራው የሰንጥቅ ብርጌድ እና በሻለቃ አስናቀ የሚመራው የነበልባል ብርጌድ የፋኖ ጦር በጋራ በጭልጋ ወረዳ በጫንድባ ከተማ አቅራቢያ በሁለት ቦታዎች ላይ ውጊያ እያካሄዱ ሲሆን እስካሁን የጠላት ሀይል ከባድ ኪሳራ እያስተናገደ ይገኛል,Individual
ልክህን እስከ አጥታቸው እንዲገባቸው አድርገህ አሳያቸው ፋኖ በአብይ ካድሪ አይመራም,Country
ከአፍራሾች ጎን ቆመሃልና ለስልጣን ኦርቶዶክስን አሳልፈህ ሰጥተሃል,Individual
ለዚህም የገባው እንዳይወጣ ተጨማሪም ሀይል እንዳይገባ በአካባቢው ያለው የፋኖ ሀይል የማያዳግም የደፈጣ እርምጃ መውሰድ ሲገባው የአካባቢው ህብረተሰብ መንገዶችን በመዝጋት እና ጥቃት በማድረስ ሙሉ በሙሉ ባስቸኳይ የመምሰስ ይገባል,Individual
አትበሉ ሚድያው በጅንታ የሚመራው አልችል እንጅ ግድ ማሩኝ የምትሉሸት ቅርብ,Non-Racist
በመሳሪያ ብዛት በሰራዊት ጋጋታ ያሸነፈ ምድራዊ ኃይል የለም ድሉ የተገፋዉ የሰፊዉ ህዝብ በመሆኑ ትግሉ በአጭር ጊዜ ዉስጥ እንዲቋጭ ሁሉም አማራ ከሙትና ቁስለኛ የተረፈዉን የጠላት ኃይል ትግሉን ህዝባዊ  በማድረግ ግብዓተ ስርዓቱነ መፈፀም አለበት,Individual
አክራሪ ጋላ ታሪክ ሊሰራ ከመግደል ውጭ አዳነች አበቤ እጃ በደም የተጨማለቀ ጆኖሳይደር ስልጣንን ትልቀቅ ለነጀዋር ሜንጫ መግዥ ሚሊዮን ሰታለች ይህች አክራሪጆኖሳይደር ስልጣናን ትልቀቅ,Individual
ሃይ የማይገናኝ አታውራ ታድያ ሰርቶ እንጅ የተከፈለው ሃይማኖቱን ሽጠው ከፈለክ ገብተህ ስራሃይማኖት ከምንም መሆኑን ያሳየ ጀግና,Non-Racist
ሙቶ መስወት ሁኖ ቤተክርስቲያንን,Country
የፋኖ መግለጫ በአባቶቻችን ሀገር ተንቀሳቅሰን ማምረት እና መስራት መቻል ያቆመናል,Individual
ሌላው የኦርቶዶክስ ልጋጋም ተነሳ ሙስሊም አፊን ሊከፍት,Country
በመሆኑም የጃል መሮ ኦነግ ሸኔም ሆነ ሌሎች፣ ጦራቸው ካሉበት ጫቃ አውጥተው ቢመጡ፣  በድመት እየተሳደደች እንዳለች አይጥ ነው የሚሆኑት ፋኖን ሲያዩ,Individual
ከእስላሞች አትጠብቁ ከአመታት ያነበብኩትን የሁሉንም ሀይማኖቶች የሚዳስሰውን መለስተኛ መፅሀፍ መለስ ብየ ሳነበው የእስላሞችን ተፈጥሮአዊ የሆነ ውሸታምነት ፍንትው አድርጎ አሳየኝ,Country
ኮምቦልቻ ድሃና የደሴ ከተማ  ታናሽ እህት ናት ጎን ለጎን ናቸው,Regional
በዚ ሶስት ቀን ቀድሞውኑ የመንግስት ተላላኪ የሆኑ 50 ሚኔሻዎችን ሰብሰቦ ወደ ኦነግ መከላከያ ጦር ህዝቡን ሊወጋ ሆዱ ጠልፎ ጥሎት ገብቷል,Individual
ቀድሞ እስር ቤቶች አፋን ኦሮሞ ሲባል የነበረው ይበልጡኑ ተጠናክሮ በኦሮሞ እስረኞች ተጨናንቋል,Regional
በዚህ ግንባር የፋኖ ጦር በርካታ የሰራዊቱ አባላትን ለመማረክ ችሏል,Country
ዘር የተሻለ ካሰብክ ሰብስበህ ግብርና ሚኒስቴር አስመዝግበው,Non-Racist
ተራ ወታደሩ 80% ያህሉ በኦነግ ወታደር ተዋቅሮ የተገነባ ነው ስንል በእውነተኛ መረጃ ይዘን ነው ይህ ሰራዊት በኦሮሚያ ልዩ ሀይል እና በፈረሰው የመከላከያ ማልያ እንደአስፈላጊነቱ እየቀያየረ የአማራ ብቻ ሳይሆን በእስትራቴጂ እና እቅድ ተመርቶ ነው,Country
የመጣ ሰገጤማ,Non-Racist
መሰጠት መታደል የሚባል ገብርየን ልሁን ስለመረጥክ ገብርየን አትሆንም ገብርየ በወገኖቹ የታመነ ጀግና የጦር መሪ,Non-Racist
የአማራ ብዙሃን መገናኛ ድርጅት እነ እንትና ዘግብ ካላሉት የአማራው ደም ገዶት ጭጭ,Non-Racist
ከ110 ሽ የትግራይ ተወላጆች ትግሬ እንግደል ትግሬ እናጥፋ እየተባለ በድንጋይ እየተወገሩ የተገደሉት ንብረታቸውን ተቀምቶ የተባረሩት ሳይመለሱ ከቀሩ ሰላም ይኖራል,Regional
መሬት ከምሰራው በተጨማሪ ማህበራዊ ሚድያ ቁጭ ብየ በአማርኛ ስጽፍ አልውልም ይልቁንም,Non-Racist
ጀግናው ኢሃድግ ለጋላ መዳኒት ጋላ በቀን ሶስቴ መገረፍ አለበት ህዋሃት ተመልሶ መቶ ያሳይልኛል,Regional
መሳሪያወቹን በአየር ድብደባ ለሙሉ አውድመናቸዋል አብይ አህመድ መሳሪያወቹ ያረጁ መተኮስ አይችሉበትም ድንጋዮች ደበሌ,Non-Racist
ቶሎ መልስ እንፈልጋለን አለበለዚያ እንቶ ፈንቶ ትቪ እስከመጨረሻው ለማጥፋት እንሰራለን በተቻለን ደ,Non-Racist
ቤተክርስቲያን የራስዋ ህግ አላት አከተመ,Country
በግል በምትፅፋት ፋከራ አደለም በውጭ ያለውን የምታሳርዱትኧረ በውጭም ያለን የህዝብ አንድነት ለመናድ አትስሩ እንደተማረ አስቡ,Country
በእውነት ሆነን የአገራችንን ፈተን ምእራፍ እንሻገር ይኼውም ከድህነት መውጣት,Non-Racist
በዚ ሶስት ቀን ቀድሞውኑ የመንግስት ተላላኪ የሆኑ 50 ሚኔሻዎችን ሰብሰቦ ወደ ኦነግ መከላከያ ጦር ህዝቡን ሊወጋ ሆዱ ጠልፎ ጥሎት ገብቷል,Individual
በአማራ ደም የገበረባትአጥንት የከሰከሰባት ሰንደቅአላማ ናትና በሀዘኑበደስታውበአደባባይና በሰልፍ በክብር ያውለበልባታልይፎክርባታልያዜምባታል,Regional
ሲጀመር መቅደም የነበረበት,Non-Racist
የረቡ ገበያ ፋኖ ከደጋ ዳሞት ፋኖ ጋር አብሮ የተሰለፈ ሲሆን 2ድሽቃ፣ 14ብሬን፣ 17 ሰናይፐርና በርካታ ጥቁር ክላሽ ከመከላከያ አግኝተዋል,Individual
ለዚህም ነው ፋኖዎችበተግባር እየተጠሙ እና እየተራቡ ጫካ ላይ ዋጋ እየከፈሉ ያሉት ሲሆኑ ዲያስፖራውን ጨምሮ ሁላችንም ደጀን እና የድጋፍ ሀይሎች ከመሆን ያለፈ የልምራችሁ ሚና ሊኖርን አይገባም የምንለው,Individual
የፌደራል በጀት ከከለከለን አጸፋው እንደሚችል ያስቀመጥነው አጸፋው ጊዜው ሲደርስ እናሳውቃለን የትግራይ ኮሚኒኬሽን ሃላፊ ቪድዮ ይመልከቱ,Regional
ከጀግናው ክርስቲያን ታደለ የተወነጨፈው ሚሳኤል አህያ ጎንደሬወችን እሬሳ በእሬሳ ሲያደርግ ቀሪወችን አቃጥሎ እራቁታቸውን አስቀርቷቸዋል,Regional
ሲጀመር ስእል የአህዛብ እንጅ የክርስቲያኖች አባ ሳዊሮስ በደብተራ የተበላሸውን ክርስትና ማረም አለባቸው,Country
የአማራተማሪ በኦነግ ከታገቱ አማራ የሆንክ የኦሮሞ ተማሪን አግተህ ተደራደር ከዚህ ውጭ አታላዝን,Regional
ሰለ ቅማንት የሄነ በለን,Non-Racist
ህገመንግስት የሚለውን ዛዛታ ተውትና አረመኔው እስላሙ ፈላሻው ማንን,Non-Racist
በደላንታ በስፋት የሚንቀሳቀሱት በኮሎኔል ፋንታሁን ሙኸባና በኮሎኔል ሞገስ ዘገየ የሚመሩት ፋኖዎች፣ በአምባሰል ወረዳ እንቅስቃሲያቸውን በማስፋት፣ መርሳ ብቻ ሳይሆን ኡርጌሳና ውጫሌም የገቡበት ሁኔታ ተፈጠረ አብይ ጉድሽ ፈላ,Country
ታደ ሲጀመር የቴኳንዶ ችሎታ አለኝ የሚል ጠባቂወች ከበውት ነፃነቱን ያጣ,Non-Racist
ቡሸቲ የባንዳ መለኪያወች ከኤርትራ ሱማሌ ፎጣ ለባሸ ተሰብሰበህ መጥተህ ጀግና ታያለህ የሚገርመው እንኳን ጦርነት አንተንና መሰሎችህንም እንጠርጋሃለን የሸርሙጣ ጠብቅ,Individual
ጁንታው አስከሬን በታንክ እስከመሄድ ፈፅሞብናል የሰሜን መከላከያ ሰራዊት አባላት ግፉን አድርጉት የህወሀት ቡድን በውድቅት ሌሊት ባደረሰብን ጥቃት አስከሬን በታንክ እስከመሄድ ፈፅሞብናል ከጁንታው ቁጥጥር ወጥተው በሰቆጣ የገቡ የሰሜን መከላከያ ሰራዊት አባላት አስታወቁ ጁንታው ያሰማራቸው የቡድን አባላት ሌሊት በተኛንበት ባትሪ እያበሩና እየለዩ የሰራዊቱን አባላት ገድለዋል በማለት የእዙ አባላት ለኢዜአ ምስክርነታቸውን በሰሜን የአራተኛ አባል ምክትል አስር አለቃ ገብረሚካኤል ጌታነህ የመከላከያ ሰራዊት አባላቱ ከሁሉም ብሄር ብሄረሰቦች ተወጣጥቶ የተዋቀረ በትግራይ የሚገኘው የሰሜን ሰራዊት አባላትም በጉልበታቸው በገንዘባቸውና በእውቀታቸው ተመድበው በሚኖሩበት አካባቢ በልማትና በበጎ አድራጎት እየተሳተፉ እደነበር ጠቅሰዋል ህብረተሰቡን እንደቤተሰብ አድርገን እየኖርን ባለበት ጥቅምት በክፍለ በትግራይ ተወላጅ አባሎች ተኩስ ተከፍቶ እንድንሰጥ ተጠይቀናል በእለቱ አብረው ለጥፋት በተሰለፉ በጁንታው የልዩ ሀይል አባላት አማካኝነት መታፈናቸውን የተናገሩት አስር አለቃ ገብረሚካኤል ከታፈኑ የአማራና የኦሮሞ ተወላጆች እየተለዩ ግድያ ይፈፀምባቸው ከግድያው በሰራዊቱ በታንክ በመሄድ አሰቃቂ ተግባር እንደፈፀሙም በማስረዳት በጁንታው ዘይዘው በነበሩበት አጉላ በተባለው አካባቢም ድብደባ ይፈፀምባቸው ጠቁመዋል ታጥቀን ያልተለቀቁ የሰራዊት አባሎቻችን ለማስለቀቅ እንፈልጋለን ጠይቀዋል ሀምሳ አለቃ ክፍሌ ጊምባ በበኩላቸው ሰራዊቱ በተኛበት እንድሰጥ በመጠየቅ መሳሪያቸውንና ትጥቃቸውን እንደወረሷቸው ጠቁመው አግበ አካባቢ በነበሩበት ወቅትም በቀን ምግብ ይሰጧቸው በቆይታቸውም ድብደባና ግርፋት ይደርስባቸው ያወሱት ሀምሳ አለቃ ክፍሌ በምሽት ተከዜ ወንዝ ወስደው እንደጣሏቸው በተከዜ ኽምራ ከገቡ ወድህ እንዳልደረሰባቸውና ህብረሰተሰቡ እንክብካቤ እያደረገላቸው በሰሜን ተመድበው በትግራይ ለአስር አመታት መቆየታቸውን ሀምሳ አለቃ እምቢያለ በወገናችን ይደርስብናል አስቤ በጁንታው የተፈፀመባቸውን መሪር ጥቃት ገለፀውታል ሲመሩ የክፍለ አመራሮቻችን ለፅንፈኛው የህዋሀት ታጣቂ አሳልፈው ሰጥተውናል ሀምሳ አለቃ እምቢአለ አመራሩ ቆራጥ የሆኑባቸው ጦሮች ራሳቸውን በመከላከልና የማጥቃት እርምጃ በመውሰድ የጁንታው አባል ኪሳራ በማድረስ ጀግንነት መፈፀማቸውን በጁንታው ቁጥጥር የሰሜን የመከላከያ ሰራዊት አባላት ከትላንት በስትያ በሰቆጣ መግባታቸው ታውቋል ሰቆጣ ህዳር ኦዜአ,Individual
የዚ ቀፎው እንደተዘጋ የንብ መንጋ የሚተም እሳት ፋኖ ብቸኛ ትውልድ መካከል እራስን አለማየት እድለቢስነት ነው,Individual
የብልጽግና መንግስት ከዚያም አልፎ በየወረዳው የሚኒሻ ፅ/ቤት ሰራተኞችንና ፖሊሶችን በግል እየደወለ ስልጣናችሁ የሚገመገመው በክፉ ቀን እንጂ በደህናው ቀንማ ሁሉም ያው ነው በሚል በስልጣን እያማለለ እየቀሰቀሰ የርስ በርስ ጦርነት ለማድረግ እየሰራ መሆኑ በተጨባጭ ታውቋል,Country
መሳደብ ክርስትናው አይፈቅድም ይመስለኝ,Country
ሴቶች በመልካቸው ወንዶች በብራቸው ይኮራሉ ብሩን ጥረን ግረን እናመጠዋለን እነሱ በተፈጥሮ ያገኙትን መልክ ተጠቅመው ሙድ ይይዛሉ,Country
በአማራ ምድር ዳግም ባንዳ የማይበቅልበት አልመከር አልሰማ ለሚል ባንዳ ምድሩ ጪንጫ እስኪሆንባቸው ድረስ ማፅዳት ያስፈልጋል,Regional
ፊልም እንዳይመስላችሁ የአለም የድሞክራሲ ተምሳሌት በምትባለው አሜሪካ የተፈጠረ የመፈንቅለ ሙከራ,Country
የፒፒ ሰበር እንደበዛ ስናይ አድስ የተመረቁት ተጭነው በመግባት ስለተጠበሱ መልስ አገኘን ተአወት,Regional
ልቤ ያለውን ተናገርክልኝ ዘመደ ልብህ ንፁ በእውነት ግንቦት ስትደርስ የኢቲዮጲያ ኦርቶዶክስ ሊቀ ጳጳስን ትሹም ከተባለ አወርዷት ከሄዱት አባቶች ፍፁም መምረጥ የለባትም መመረጥ ካለበትም አትደፈርም እያለን ካሉት ሊቀ ጳጳሶች,Country
ጋላ ሀገር መምራት ቀርቶ ቤቱንም በስነስርአት መምራት አይችልም,Regional
በስላም ተመለስ አብያችን ከቀን ጅቦች ይጠብቅህ,Non-Racist
ከናንተ ዘረኛ አላየንም ከናንተ ብሄር ከብሄር የምያጋጭ ደኩመተሪ ፍልም የምሰራ አላየንም እስኪ ለራሳቹ አደብ ግዙ ምድረ ዘገምተኛ ሁላ,Regional
ሸርሙጣ ከአንች ሸርሙጣ ለዚህ ቆሻሻ ንግግር የምትሰጭው,Individual
ጀመራችሁ አማራወች እናተ ስደተኞች ሃገረ ቢሶች,Regional
የትግሬ ወንዶች ብዞቹ ቡሽቲወች የትግሬ በተፈጥሮ የወንድ ሆርሞን ዝቅተኛ የሚፈጠር በቋንቋቸው እንኳን ጎርነን የወንድ ድምፅ አይታይም ቡሽቲ ህዝቦች,Regional
አታፍርም ይሄኔ በምርቃና አይንህ ጠቅላይህን አይተህ,Individual
የምስራች የደጋ ዳሞት ፋኖ ከህዝብ ጋር በመቀናጀት በሶስት ግንባር መጥቶ የነበረውን ደፋሪ ሀይል በመደምሰስ እና ቀሪውን በመጣበት  በመመለስ የአባ ሻውልን ታሪክ ደግሟል,Individual
ለአብይ የሚያካሄደው ጦርነት ፋሽስት ጣሊያንን ድል ካደረገ ለምድር የከበደ አቦሸማኔ ጋር መሆኑን ጠፍቶበታል,Country
ህዝብን ከህዝብ የሚጣላ መግለጫ ከአማራ አይጠበቅም,Individual
ባህርዳርን ያህል የግዮን ምድር በጴንጤ ስትመራ ማየት ውርደት እግዚዮዮዮ,Country
የተባበሩት የአማራ በጎ አድራጎት ድርጅት ተመሰረተ,Non-Racist
ለዘመኑ ሴታሴት ወንዶች ወንዳወንድ ሴቶች,Country
ኦርቶዶክስ በሴይፍ ሽ ሙስሊሞችን የጨፈጨፈችው በቦንብ ጀምራለች ከንቱ ድካም,Country
በህንድ ወንዶች ሴቶች በባሎ መደብደብ አለባት ብለው ያምናሉ የሚል ጥናት ወጣ,Country
የሸርሙጣ ቁጭ ጋ ትሳደባለህ ሴታሴት,Individual
የምድር ድሮውኖቹ ይከንፋሉ ለፋኖ ከሆነ እኔም እዘምታለው ሁላችንም እንዘምታለን,Individual
ጥንቃቄ ባህር መኮድ አካባቢ ከባድ ፍንዳታ ተሰምቷ በተወሰነ ተኩስ ድምፅ ሰምተናል ትኩስ ድምፅ ያቆመ ፓሊስ የአካባቢው ሚኒሻ ጉዳዩን በንቃት ይከተል,Non-Racist
ዳኒ ባህር ዳር እያለህ እንደቀያፋ ስትተውን ጎበዝ ነበርክ ቀያፋስ,Individual
ጥቅምት በማይካድራ የተፈፀመው የዘር ማጥፋት ጭፍጨፋ አይን እማኞች አንደበት ከጅማሬው ፍፃሜው የሚያብራራ ዶክመንተሪ ቪድወ ምሽት ቻናላችን ይጠብቁን ያድርጉ ሀሙስ ከቀኑ ይጠብቁን,Non-Racist
የኢትዮጵያ መከላከያ ሰራዊት ዛሬም በ24/2/2016 ዓ.ም ቤት ለቤት እየገባ የአረሶ አደሮችን ትጥቅ ነጥቋል አንድ ንፁሃን ወንድማችንን የፋኖ መረጃ ነህ በሚል በአሰቃቂ ሁኔታ ገለዉታል,Country
በአማራው ደም የጨቀዩ,Non-Racist
ርያምም አለች ነፍሴ ጌታን ታከብረዋለች መንፈሴም በአምላኬ በመድሃኒቴ ሃሴት ታደርጋለች የባሪያይቱን ውርደት ተመልክቶአልና እነሆም ከዛሬ ጀምሮ ትውልድ ብጽእ,Non-Racist
የተዋሀዶ አባቶች ተፈጠረ ትግራይ ያሉት የእምነት ተቛማት ለማውደም ጦር መርጣቹ ገንዘብ አውጥታቹ የሰጣቹ እናንተ አይደላችምን,Country
አለቃየን አላስቀይምም ሲባል መዘጋትም እንደሚመጣ አለማሰብ ሞኝነት,Non-Racist
ቆሻሻ ጭራቅ ከሰይጣን የከፋ ቅማላም ካድሬ ቱ ቱ,Non-Racist
የአባቷ,Non-Racist
አጀንዳ አንቀይርም ዳኒየ ተፋታን,Individual
ጋላ የተሰራው በአማራ ተረፈ ምርት,Regional
ኡጋንዳ ቦትስዋና በሴቶች አለባበስ የሚል ህግ አላቸው የመንግስት መስራቤት ለይ በሚሰሩት ሴተኛ አዳሪ መስላ የምትገባ ካለች አለቀላት,Non-Racist
ሚኒሻ ፋኖዎች ጋር በመሆን መከላከያ ጠላትን አይቀጡ ቅጣት በመቅጣት ታሪካዊቷን እና የራስ ቢትወደድ መንገሻ አቲከምን ሀገር በቁጥጥር ስር አድርገዋታል,Country
ብስብስ ዘረኛ ወደል አህያ በሙስሊም የዘረኝነት ልሃጩን ሲያዥረበርብ እንደነበር ተመልከቱ ሲበዛ አማራ ጠል የሆነው ሞላጫ ሌባ ስልጤ ሙፍቲ ሃጅ ኡመርን እንደሚያንቋሽሽ ግልጽ ካልሆነልህ የአንዋር መስጅዱን ሞላጫ ሃጅ ጡሃን በክፉ ሲያነሳ,Individual
ይሄ ነው አማራ ይሄ ነው የአባቶቻችን ልጆች ፋኖነት ኩራት ነው,Individual
አደራህን እነዛን የግል ቅሌቶቹን ሳታሳየን እንዳይገልህ,Individual
እስክንድር ነገ ሰፈር ለሰፈር የሚዞር ሴታሴት ቀረ የቀረው የወር አበባ ማየት,Individual
የፃፍከውን ተመልሰህ አንብበው ስህተትህ ካልገባህ ጭንቅላትህ የወንድሞችህን እበትና ፋንድያ አንስተህ ተቀባው,Individual
ፋኖ ዛሬ መከላከያን ድሽቃን ጨምሮ በርካታ መሳሪያዎችን ማርከውታል ፤ ተቆጣጥሯቸው ከነበሩ ጥቂት አካባቢዎችም አስለቅቀውታል,Country
አድስ ጎበዝ ወጣት ድምፃዊት ሙዚቃወቿ ይላሉ,Individual
ምርጥ አጀንዳ ሰጭና አቀባይ ሆነህ አደል ከከደሩስ እንዳንተ,Non-Racist
ብልፅግና ሀገር ለማፍረስ የተዋቀረ አማራን ለማጥፋት የተሰራ ድርጅት,Country
አፍነጫ ሲመታ አይን እንደሚያለቅሰዉ ሁሉ ከየትኛውም አለም ጥግ አንድ አማራ ሲነካ ሁሉም በጋራ ሊያመው ይገባል,Regional
ዘንድሮኮ ወንዱ ሁላ ሲፈታ ሴታሴት አረፈው,Individual
ከሚንስትሮች ሰላም የሚል ተስፋፊ ወሬ  የምናዳምጥበት ግዜ አብቅቷል,Country
ሰላምና ደህንነት ከሌለ ብልጽግና አይታሰብም ካለ ሴቶች ሰላም ካለ ሰላም ደህንነት የሰላምና የደህንነት ቁርኝት ለብልጽግና መሰረት,Non-Racist
የኦሮሞ ዘረኛ እንጅ አማኝ,Regional
ከቶውኑ በነፍጠኛ በሚመራው ብልፅግና በሚባለው ጭቅላና ህልመኛ አንባገነናዊ ቡድን ስር መኖር አይችልም,Regional
መድረኮች እያዘጋጃችሁ በመወያየትበመማማር በመቀራረብ ሃሳብ በመለዋወት ለኢትዮጵያ የሚጠቅማትን የእግር ኳስ ሃሳብ ጌም ሞደል ማዘጋጀት የምትችሉት እናንተ እራሳችሁ ናችሁ,Non-Racist
ከሚስትህ ሚስቴ ትበልጣለች,Individual
ወደ አሳለፍናቸው በመከላከያ ሐይል በሰቆቃ የመገደል ዘመናት ላንመለስ ነፃነት ወይ ሞት ብለናል,Country
እራስህን ግልጥ,Non-Racist
በዚህ ረገድ የአማራ ፋኖ ጎጃም እዝ መከላከያን የማጥፋት ውጊያ መመሪያ አውጥቷል,Country
የመላዉ የአማራ ህዝባዊ ብቸኛ ኃይል ፋኖን ላፍታ ሳንዘናጋ የጠላት ኃይል በንስር አይን በመከታተል ጠላትን እናጥቃ,Regional
ያ ብቻ አይደለም ሆን ብሎ ያደራጃቸውም ኦነጎች በዚያ አሉ,Country
በደፈጣ በፋኖ ሊደፈጠጡ የነበሩት ጀኔራል ወደ ደሴ አምልጠዋል,Individual
ሰላም ለምድራችን አንዳንደ በማለትና ወሬ ባለማራገብ የሃገራችንን ሰላም በትንሹ ማስጠበቅ እንችላለን,Non-Racist
ታደሰ ካሳጥንቅሹ ካልተጠየቀ መጠየቅ የለበትም የአንድ,Individual
